,link,brand,price,sales,stars,batteries_included,mini,flight_time,is_fpv,resolution,wifi_freq,wifi,gps,remote_control,portable,helix_protector,autoreturn,full_turn,altitude_retention,dual_camara,distance,follow_func
340,https://articulo.mercadolibre.com.mx/MLM-1945474309-para-jjrc-h36f-rc-drone-barco-coche-6-ejes-land-water-ai-_JM#position=26&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,generic,462,1,4.0,False,False,True,False,0,2.4,False,False,False,False,True,False,False,False,False,1000,False
341,https://articulo.mercadolibre.com.mx/MLM-1874383509-mini-drone-professional-4k-ninos2-baterias-_JM#position=28&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,generic,616,1,4.0,False,True,True,False,0,2.4,True,False,False,True,False,False,False,False,False,200,False
342,https://articulo.mercadolibre.com.mx/MLM-1897491405-fimi-dron-x8se-2022-v2-camara-de-3-ejes10km-con-megafono-_JM#position=15&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,generic,16083,1,4.0,False,False,True,False,1,2.4,False,True,True,False,False,False,False,False,False,200,False
346,https://articulo.mercadolibre.com.mx/MLM-2224019020-dron-de-control-remoto-v-hd-wifi-fpv-con-forma-de-equipaje-c-_JM#position=14&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,generic,701,1,4.0,False,True,True,True,0,2.4,True,False,True,False,False,False,False,False,False,600,False
347,https://articulo.mercadolibre.com.mx/MLM-1926534467-camara-de-dron-profesional-4k-con-motores-sin-escobillas-con-_JM#position=11&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,generic,923,1,4.0,True,True,True,True,4,2.0,True,False,True,True,False,False,False,False,False,200,False
349,https://articulo.mercadolibre.com.mx/MLM-1895363113-cx-10-mini-drone-24g-6-axis-led-quadcopter-helicoptero-bri-_JM#position=23&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,generic,533,5,4.0,True,True,True,False,0,2.0,False,False,True,False,False,False,False,False,False,200,False
350,https://articulo.mercadolibre.com.mx/MLM-1947755637-portatil-plegable-4k-dron-con-camara-dron-2022-_JM#position=45&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,qianailian,675,2,4.0,True,True,True,True,4,2.0,True,True,True,True,False,False,False,False,False,200,False
351,https://articulo.mercadolibre.com.mx/MLM-1942543895-dron-k10-max-de-fibra-de-carbono-8k-hd-con-tres-camaras-_JM#position=8&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,generic,1129,1,4.0,False,True,True,False,1,2.4,True,False,False,True,False,False,False,False,False,30,False
354,https://articulo.mercadolibre.com.mx/MLM-1841539517-drone-mini-camara-1080p-estuche-control-remoto-wifi-luz-led-_JM#position=53&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,generic,412,5,4.0,True,True,True,True,4,2.0,True,False,True,True,False,False,False,False,False,200,False
356,https://articulo.mercadolibre.com.mx/MLM-1900038779-mini-drone-4k-dual-camera-e99-pro2-professional-_JM#position=21&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,generic,493,1,4.0,True,True,True,True,4,2.0,True,False,True,True,False,False,False,False,True,200,False
358,https://articulo.mercadolibre.com.mx/MLM-2200633536-dron-profesional-e88-pro-de-24-ghz-con-camara-hd-3-bateria-_JM#position=6&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,light_oo,543,2,4.0,True,True,True,True,2,2.4,True,False,True,True,False,False,False,False,False,200,False
359,https://articulo.mercadolibre.com.mx/MLM-1915268866-dron-cuadricoptero-xt9-a-control-remoto-ccamara-4k-hd-_JM#position=52&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,hancelant,862,3,4.0,True,True,True,False,4,2.4,True,False,True,True,False,False,False,False,False,200,False
362,https://articulo.mercadolibre.com.mx/MLM-1857125755-sg108-pro-sg108-drone-4k-dual-hd-2-axis-gimbal-camara-_JM#position=8&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,generic,4358,1,4.0,True,False,True,False,0,2.0,False,False,False,False,False,False,False,False,True,200,False
366,https://articulo.mercadolibre.com.mx/MLM-1895862293-dron-xkrcxt61c-bk2-con-desvio-de-obstaculos-2-baterias-_JM#position=13&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,generic,738,1,4.0,False,True,True,True,4,2.4,True,False,True,False,False,False,False,False,False,200,False
370,https://articulo.mercadolibre.com.mx/MLM-1927284403-watch-bracelet-compatible-with-rolex-watch-accessories-band-_JM#position=40&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,generic,360,2,4.0,True,True,True,True,4,2.0,True,True,True,False,False,False,False,False,False,200,False
372,https://www.mercadolibre.com.mx/drone-holy-stone-beginner-hs110d-con-camara-fullhd-negro-x-2-unidades-2-baterias/p/MLM17805823?pdp_filters=category:MLM149102#searchVariation=MLM17805823&position=4&search_layout=stack&type=product&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,holy_tone,6947,50,4.5,True,True,True,False,3,2.4,True,False,True,False,True,False,True,True,False,200,False
374,https://articulo.mercadolibre.com.mx/MLM-2098703468-transmisor-inalambrico-startrc-de-control-remoto-de-24-g-pa-_JM#position=33&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,generic,921,1,4.0,True,True,True,False,4,2.0,True,False,False,False,True,False,True,True,False,200,False
376,https://articulo.mercadolibre.com.mx/MLM-2384367210-motor-2205-sin-escobillas-esc-30a-2300kv-con-para-5045-_JM#position=27&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,generic,1259,1,4.0,False,True,True,False,0,2.4,False,False,False,False,False,False,False,False,False,200,False
378,https://articulo.mercadolibre.com.mx/MLM-1307008572-drone-de-camara-dual-hd-profesional-l800pro-_JM#position=7&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,lyzrc,3245,3,4.0,True,True,True,True,4,2.4,True,True,True,True,False,True,False,False,True,200,True
379,https://www.mercadolibre.com.mx/helicoptero-rc-mini-drone-ls-xt6-camara-4k-estuche-viajero/p/MLM21287502?pdp_filters=category:MLM149102#searchVariation=MLM21287502&position=3&search_layout=stack&type=product&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,ls,2271,5,4.0,True,True,True,False,4,2.4,True,False,True,False,False,False,False,False,False,200,False
385,https://articulo.mercadolibre.com.mx/MLM-2290883854-happymodel-crux35-elrs-rc-fpv-_JM#position=11&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,generic,3211,1,4.0,False,True,True,True,0,2.4,False,False,False,False,False,False,False,False,False,200,False
387,https://articulo.mercadolibre.com.mx/MLM-2270672418-4k-osprey-tierra-aire-doble-modo-avion-helicoptero-_JM#position=28&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,general,975,3,4.0,True,True,True,True,4,1.0,False,False,True,False,False,False,False,False,False,200,False
388,https://articulo.mercadolibre.com.mx/MLM-952473543-drone-profesional-binden-b16-pro-camara-4k-28-min-de-vuelo-_JM#position=55&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,binden,7499,50,4.0,False,False,True,False,4,5.0,True,True,True,True,False,False,False,True,False,200,True
389,https://www.mercadolibre.com.mx/drone-broadream-s9w-con-camara-hd-white-1-bateria/p/MLM15028008?pdp_filters=category:MLM149102#searchVariation=MLM15028008&position=5&search_layout=stack&type=product&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,broadream,949,100,3.2,True,True,True,False,2,2.4,False,False,True,False,False,False,False,False,False,200,False
390,https://articulo.mercadolibre.com.mx/MLM-1571718074-modelo-de-avion-rc-hoja-de-tablero-de-5-mm-100x250-mm-5-mm-_JM#position=44&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,generic,400,4,4.0,False,True,True,False,0,2.4,False,False,False,False,False,False,False,False,False,200,False
393,https://articulo.mercadolibre.com.mx/MLM-1904650231-mini-dron-control-remoto-camara-dual-3-pilas-cuadricoptero-_JM#position=11&search_layout=stack&type=item&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,generic,896,3,4.0,True,True,True,True,4,2.4,True,False,True,True,False,False,False,False,True,200,False
394,https://articulo.mercadolibre.com.mx/MLM-1771353257-mini-drone-esfera-voladora-con-luces-led-y-sensor-manual-_JM#position=55&search_layout=stack&type=item&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,toys,115,5,4.0,True,True,True,False,0,2.4,False,False,False,False,False,False,False,False,False,18000,False
395,https://articulo.mercadolibre.com.mx/MLM-1308408161-mini-drones-con-camara-4k-baratos-2-baterias-_JM#position=25&search_layout=stack&type=item&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,lsrc,482,500,4.0,True,True,True,True,4,2.4,True,False,True,True,False,False,False,True,False,200,False
396,https://articulo.mercadolibre.com.mx/MLM-1925890277-dron-profesional-4k-con-luces-led-y-2-baterias-_JM#position=53&search_layout=stack&type=item&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,general,558,4,4.0,True,True,True,True,2,50.0,True,True,True,True,False,False,False,False,False,200,False
399,https://articulo.mercadolibre.com.mx/MLM-1862385238-dron-cuadricoptero-4drc-v14-wifi-fpv-con-camara-doble-_JM#position=38&search_layout=stack&type=item&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,4drc,1097,2,4.0,True,False,True,True,2,2.4,True,False,True,False,False,False,False,False,False,200,False
402,https://articulo.mercadolibre.com.mx/MLM-1470366568-drone-con-camara-1080p-dron-de-control-remoto-ensamblado-_JM#position=43&search_layout=stack&type=item&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,generic,500,100,4.4,True,True,True,True,3,2.4,True,False,True,True,False,False,False,False,False,200,False
403,https://articulo.mercadolibre.com.mx/MLM-1361117726-drone-ky603-plegable-drone-sensor-infrarrojo-control-altitud-_JM#position=30&search_layout=stack&type=item&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,thrust_av,1633,25,4.0,True,True,True,True,0,24.0,False,False,True,True,False,False,False,False,False,200,False
405,https://articulo.mercadolibre.com.mx/MLM-1622800458-mini-drone-camara-hd-4k-plegable-ninos-regalo-hidrogel-_JM#position=12&search_layout=stack&type=item&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,generic,1169,5,4.0,True,True,True,True,4,2.4,True,False,True,True,False,False,False,False,False,200,False
406,https://articulo.mercadolibre.com.mx/MLM-633276225-remate-drone-camara-2modos-d-vuelo-giroscopio-estabilizador-_JM#position=41&search_layout=stack&type=item&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,f_rone_s,780,100,4.0,True,False,True,False,4,2.4,False,False,True,False,False,False,False,False,False,200,False
409,https://articulo.mercadolibre.com.mx/MLM-898823915-drone-profesional-f11-4k-pro-una-bateria-26-min-12-15km-_JM#position=52&search_layout=stack&type=item&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,sjrc,5413,5,4.0,True,False,True,True,1,5.0,True,True,True,True,False,True,False,True,False,200,True
410,https://articulo.mercadolibre.com.mx/MLM-1787577473-avion-v17-jet-fighter-stunt-rc-airplane-2-baterias-_JM#position=23&search_layout=stack&type=item&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,generic,870,3,4.0,True,True,True,False,0,2.4,True,False,True,False,False,False,False,False,False,200,False
412,https://articulo.mercadolibre.com.mx/MLM-1370717807-drone-us-estandar-74v-2s-para-x4-h502e-h502s-h501s-_JM#position=50&search_layout=stack&type=item&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,generic,191,5,4.0,False,False,True,False,0,2.4,False,False,False,False,False,False,False,False,False,200,False
414,https://articulo.mercadolibre.com.mx/MLM-1320982871-visuo-xs816-rc-drone-fpv-quadcopter-4k-2-camaras-3-baterias-_JM#position=37&search_layout=stack&type=item&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,visuo,1501,50,4.1,True,False,True,True,4,2.4,True,False,True,True,True,True,True,True,True,200,True
415,https://articulo.mercadolibre.com.mx/MLM-1354925891-dron-deerc-d20-plegable-a-control-remoto-con-camara-de-720p-_JM#position=48&search_layout=stack&type=item&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,deerc,1169,50,4.0,True,True,True,True,2,2.4,True,False,True,True,True,False,True,True,False,200,False
416,https://www.mercadolibre.com.mx/bolsa-de-almacenamiento-de-bateria-para-drone-h66-4k-single-color-negro/p/MLM25826011?pdp_filters=category:MLM149102#searchVariation=MLM25826011&position=3&search_layout=stack&type=product&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,generic,794,5,5.0,True,True,True,False,4,2.4,True,True,True,True,False,False,False,False,False,200,False
417,https://articulo.mercadolibre.com.mx/MLM-1302217702-ylrc-s106-rc-drone-con-camara-8k-gps-5gwifi-flujo-optico-_JM#position=16&search_layout=stack&type=item&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,generic,2074,5,4.0,False,True,True,False,1,2.4,True,True,False,True,False,False,False,False,False,200,False
418,https://articulo.mercadolibre.com.mx/MLM-1904557399-dron-sixvery-f7s-csistema-laser-para-esquivar-obstaculos-_JM#position=44&search_layout=stack&type=item&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,sixvery,4922,4,4.0,True,False,True,True,2,2300.0,True,True,True,False,False,False,False,False,False,200,False
420,https://articulo.mercadolibre.com.mx/MLM-2380514664-controlador-esc-f4v3-blhelis-para-carreras-de-drones-esc-fl-_JM#position=14&search_layout=stack&type=item&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,generic,1732,1,4.0,False,True,True,False,0,2.4,False,False,False,False,False,False,False,False,False,200,False
421,https://www.mercadolibre.com.mx/drone-dji-air-2s-drdji023-fly-more-combo-con-camara-54k-gris-3-baterias/p/MLM17966809?pdp_filters=category:MLM149102#searchVariation=MLM17966809&position=5&search_layout=stack&type=product&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,dji,23999,500,4.0,True,False,True,False,4,2.4,True,True,True,True,False,True,False,True,False,200,True
422,https://articulo.mercadolibre.com.mx/MLM-833573278-dron-cuadricoptero-ccamara-480-pixeles-wifi-celular-tablet-_JM#position=51&search_layout=stack&type=item&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,oem,1250,2,4.0,True,True,True,False,4,500.0,True,True,True,False,False,False,False,False,False,200,False
423,https://articulo.mercadolibre.com.mx/MLM-2270622216-helicoptero-de-combate-inalambrico-fish-hawk-teledirigido-_JM#position=36&search_layout=stack&type=item&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,general,893,2,4.0,True,True,True,False,4,1.0,False,False,True,False,False,False,False,False,False,200,False
424,https://www.mercadolibre.com.mx/mini-drone-holyton-ht02-rojo-3-baterias/p/MLM20920751?pdp_filters=category:MLM149102#searchVariation=MLM20920751&position=6&search_layout=stack&type=product&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,holyton,726,1000,4.3,True,True,True,False,0,2.4,False,False,True,False,False,False,True,True,False,200,False
425,https://articulo.mercadolibre.com.mx/MLM-2371810366-drone-dji-mavic-3-classic-con-camara-51k-gris-1-bateria-fac-_JM#position=24&search_layout=stack&type=item&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,dji,33154,1,4.0,True,False,True,False,5,2.4,True,True,True,True,False,True,False,False,False,100,False
426,https://articulo.mercadolibre.com.mx/MLM-1512065623-drone-dji-mini-3-pro-4k-hdr-12km-rc-pantalla-ultra-liviano-_JM#position=32&search_layout=stack&type=item&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,dji,25999,5,5.0,True,True,True,True,4,2.4,True,True,True,True,False,True,False,True,False,200,False
427,https://articulo.mercadolibre.com.mx/MLM-1556625144-mini-drone-con-hd-doble-camara-4k-wifi-fpv-led-plegable-_JM#position=42&search_layout=stack&type=item&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,eastshining,398,500,3.4,True,True,True,True,4,2.4,True,True,True,True,False,True,True,True,True,200,False
428,https://www.mercadolibre.com.mx/drone-master-ms-drone2-con-camara-hd-blanco-1-bateria/p/MLM16970869?pdp_filters=category:MLM149102#searchVariation=MLM16970869&position=4&search_layout=stack&type=product&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,master,2286,100,4.0,True,True,True,False,2,2.4,False,False,True,False,True,False,True,False,False,200,False
429,https://articulo.mercadolibre.com.mx/MLM-1905420141-drone-dji-dji-mini-2-se-fly-more-combo-27k-gris-3-baterias-_JM#position=49&search_layout=stack&type=item&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,dji,11390,5,4.0,True,True,True,False,0,2.4,False,False,False,False,False,False,False,False,False,200,False
431,https://articulo.mercadolibre.com.mx/MLM-2549540358-dron-gps-4k-5g-nueva-tecnologia-f10-2023-_JM#position=14&search_layout=stack&type=item&tracking_id=12cdb3da-ea0e-4c83-b739-fe7f0de35ce7,generic,1717,1,4.0,False,True,True,True,4,2.4,True,True,True,False,False,False,False,False,False,100,False
434,https://articulo.mercadolibre.com.mx/MLM-2383158212-drone-mini-espia-con-camara-fpv-video-en-tiempo-real-wifi-_JM#position=4&search_layout=stack&type=item&tracking_id=12cdb3da-ea0e-4c83-b739-fe7f0de35ce7,generic,668,2,4.0,True,True,True,True,4,2.0,True,False,True,True,False,False,False,False,False,200,False
436,https://articulo.mercadolibre.com.mx/MLM-1312423231-mini-drone-k5-de-doble-camara-con-luces-led-nocturnas-_JM#position=41&search_layout=stack&type=item&tracking_id=12cdb3da-ea0e-4c83-b739-fe7f0de35ce7,generic,1175,2,4.0,True,True,True,True,4,2.4,False,False,True,True,False,False,False,False,False,200,False
439,https://articulo.mercadolibre.com.mx/MLM-1738735531-elicopterpteros-drones-dragon-con-camara-hd-4k-2-battery-_JM#position=22&search_layout=stack&type=item&tracking_id=12cdb3da-ea0e-4c83-b739-fe7f0de35ce7,generic,948,1,4.0,True,False,True,False,0,10.0,False,False,False,True,False,False,False,False,False,200,False
441,https://articulo.mercadolibre.com.mx/MLM-2049911688-helicoptero-economico-para-principiantes-con-camara2bateria-_JM#position=51&search_layout=stack&type=item&tracking_id=12cdb3da-ea0e-4c83-b739-fe7f0de35ce7,generic,612,1,4.0,True,True,True,True,4,2.0,True,True,True,True,False,False,False,False,False,200,False
442,https://articulo.mercadolibre.com.mx/MLM-2417016856-d-dron-e88-economico-con-camara-4k-hd-2-baterias-bolsa-_JM#position=46&search_layout=stack&type=item&tracking_id=12cdb3da-ea0e-4c83-b739-fe7f0de35ce7,generic,549,1,4.0,True,True,True,True,4,2.4,True,False,True,True,False,False,False,False,False,200,False
444,https://articulo.mercadolibre.com.mx/MLM-1904546203-dron-sixvery-sg906max-que-esquiva-obstaculos-360-_JM#position=25&search_layout=stack&type=item&tracking_id=12cdb3da-ea0e-4c83-b739-fe7f0de35ce7,sixvery,4569,2,4.0,True,False,True,True,8,2100.0,True,True,True,True,False,False,False,False,False,200,False
445,https://articulo.mercadolibre.com.mx/MLM-1383065462-mini-drone-s65-pro-plegable-fpv-control-de-altitud-_JM#position=18&search_layout=stack&type=item&tracking_id=12cdb3da-ea0e-4c83-b739-fe7f0de35ce7,ylrc,1209,3,4.0,True,True,True,True,3,24.0,True,False,True,True,False,False,False,False,False,200,False
446,https://articulo.mercadolibre.com.mx/MLM-1341058180-mini-dron-a20w-para-ninos-camara-720p-hd-rc-fpv-3-baterias-_JM#position=32&search_layout=stack&type=item&tracking_id=12cdb3da-ea0e-4c83-b739-fe7f0de35ce7,potensic,1899,5,4.0,True,True,True,True,2,2.4,True,False,True,False,False,False,False,False,False,200,False
447,https://articulo.mercadolibre.com.mx/MLM-1934861079-dron-dji-mini-3-pro-control-smart-camara-4k-gris-factura-_JM#position=29&search_layout=stack&type=item&tracking_id=12cdb3da-ea0e-4c83-b739-fe7f0de35ce7,dji,20990,5,4.0,True,True,True,True,4,5.8,True,True,True,True,False,True,False,True,False,200,False
448,https://articulo.mercadolibre.com.mx/MLM-1887489689-fimi-dron-x8-se-2022-v2-camara-de-3-ejes10km-con-megafono-_JM#position=17&search_layout=stack&type=item&tracking_id=12cdb3da-ea0e-4c83-b739-fe7f0de35ce7,generic,16155,1,4.0,False,False,True,False,1,2.4,False,True,True,False,False,False,False,False,False,200,False
449,https://articulo.mercadolibre.com.mx/MLM-1665739822-drone-rc-con-camara-4k-quadcopter-_JM#position=39&search_layout=stack&type=item&tracking_id=12cdb3da-ea0e-4c83-b739-fe7f0de35ce7,e88,1049,1,4.0,True,True,True,True,4,5.0,True,False,True,False,False,False,False,False,False,200,False
450,https://articulo.mercadolibre.com.mx/MLM-1474533163-drone-4k-camara-dual-p40-de-larga-duracion-con-bateria-2022-_JM#position=43&search_layout=stack&type=item&tracking_id=12cdb3da-ea0e-4c83-b739-fe7f0de35ce7,generic,1249,1,4.0,True,False,True,False,0,1.0,True,False,False,False,False,False,False,False,True,200,False
451,https://articulo.mercadolibre.com.mx/MLM-1687573506-bateria-k80-5g-wifi-fpv-dron-2-2200-mah-_JM#position=56&search_layout=stack&type=item&tracking_id=12cdb3da-ea0e-4c83-b739-fe7f0de35ce7,generic,672,5,4.0,False,True,True,True,0,2.4,True,False,False,False,False,False,False,False,False,200,False
453,https://articulo.mercadolibre.com.mx/MLM-710103799-wondertech-voyager-24ghz-6-axis-gyro-drone-kit-lentes-vr-y-estuche-new-_JM#position=24&search_layout=stack&type=item&tracking_id=12cdb3da-ea0e-4c83-b739-fe7f0de35ce7,wondertech,2299,25,4.0,True,True,True,False,3,2.4,True,False,True,False,False,False,False,False,False,200,False
454,https://articulo.mercadolibre.com.mx/MLM-1931027713-lampara-de-relleno-de-montaje-soporte-de-luz-soporte-gris-_JM#position=7&search_layout=stack&type=item&tracking_id=12cdb3da-ea0e-4c83-b739-fe7f0de35ce7,generic,427,1,4.0,False,True,True,False,0,2.4,False,False,False,False,False,False,False,False,False,200,False
456,https://articulo.mercadolibre.com.mx/MLM-1908131887-mini-drone-con-doble-camara-4k-hd-e88-rc-360-2-baterias-app-_JM#position=31&search_layout=stack&type=item&tracking_id=12cdb3da-ea0e-4c83-b739-fe7f0de35ce7,bro__is,599,2,4.0,True,True,True,False,4,2.4,True,False,True,False,False,False,False,False,False,200,False
457,https://articulo.mercadolibre.com.mx/MLM-1837896518-mini-drones-profesionales-con-camara-4k-3-baterias-_JM#position=55&search_layout=stack&type=item&tracking_id=12cdb3da-ea0e-4c83-b739-fe7f0de35ce7,generic,1067,1,4.0,True,True,True,True,4,2.0,True,True,True,False,False,False,False,False,False,200,False
458,https://articulo.mercadolibre.com.mx/MLM-1629236992-avion-teledirigido-rc-plane-aero-jet-dron-24g-radio-co-_JM#position=33&search_layout=stack&type=item&tracking_id=12cdb3da-ea0e-4c83-b739-fe7f0de35ce7,generic,831,3,4.0,True,True,True,False,0,0.0,False,False,True,False,False,False,False,False,False,10000,False
459,https://articulo.mercadolibre.com.mx/MLM-2247498938-dron-gps-d99-drone-con-camara-dual-de-8k-y-3-baterias-_JM#position=28&search_layout=stack&type=item&tracking_id=12cdb3da-ea0e-4c83-b739-fe7f0de35ce7,generic,1816,25,4.1,True,False,True,True,8,2.4,True,True,True,True,False,False,False,False,True,10000,False
460,https://articulo.mercadolibre.com.mx/MLM-1580797667-el-dron-e58-incluye-una-camara-y-tres-baterias-_JM#position=36&search_layout=stack&type=item&tracking_id=12cdb3da-ea0e-4c83-b739-fe7f0de35ce7,generic,743,1,4.0,False,True,True,True,2,2.4,True,True,True,False,False,False,False,False,False,200,False
461,https://articulo.mercadolibre.com.mx/MLM-2208593300-camara-profesional-4k-mini-drone-e99-pro-con-3-baterias-_JM#position=35&search_layout=stack&type=item&tracking_id=12cdb3da-ea0e-4c83-b739-fe7f0de35ce7,generic,834,1,4.0,True,True,True,True,2,4.0,True,False,True,True,False,False,False,False,False,200,False
463,https://articulo.mercadolibre.com.mx/MLM-741840417-mini-drone-portatil-de-bolsillo-plegable-s9-camara-wifi-pckt-_JM#position=37&search_layout=stack&type=item&tracking_id=12cdb3da-ea0e-4c83-b739-fe7f0de35ce7,broadream,949,100,4.0,True,True,True,False,2,900.0,True,False,True,True,False,False,False,False,False,200,False
464,https://articulo.mercadolibre.com.mx/MLM-2016148970-mini-drones-con-camara-4k-baratos-e525e88-pro-3-bateria-_JM#position=26&search_layout=stack&type=item&tracking_id=12cdb3da-ea0e-4c83-b739-fe7f0de35ce7,generic,595,2,4.0,True,False,True,False,1,1.0,False,False,False,True,False,False,False,False,False,600,False
465,https://articulo.mercadolibre.com.mx/MLM-1538702630-drone-l900-pro-max-5g-wifi-fpv-gps-camara-4k-csensor-2-bat-_JM#position=8&search_layout=stack&type=item&tracking_id=12cdb3da-ea0e-4c83-b739-fe7f0de35ce7,lyzrc,6190,2,4.0,True,True,True,False,4,5.0,True,True,True,False,False,False,False,False,False,10000,False
466,https://articulo.mercadolibre.com.mx/MLM-2239035388-dji-avata-pro-view-combo-dji-rc-motion-2-goggles-2-_JM#position=24&search_layout=stack&type=item&tracking_id=53d667ff-f6cd-4bb1-b4d9-1ddfff039923,dji,30463,5,4.0,True,False,True,True,4,2.4,True,True,True,False,True,False,False,False,False,5000,True
467,https://articulo.mercadolibre.com.mx/MLM-2343418148-drone-4k-camera-e99-dual-bateria-de-larga-duracion-_JM#position=22&search_layout=stack&type=item&tracking_id=53d667ff-f6cd-4bb1-b4d9-1ddfff039923,generic,590,1,4.0,True,True,True,True,4,2.0,True,False,True,True,False,False,False,False,True,100,False
470,https://articulo.mercadolibre.com.mx/MLM-1391049831-brazo-delantero-izquierdo-para-drone-holy-stone-hs720-_JM#position=53&search_layout=stack&type=item&tracking_id=53d667ff-f6cd-4bb1-b4d9-1ddfff039923,holy_tone,734,4,4.0,False,True,True,True,1,2.4,True,True,True,True,False,True,False,False,False,200,True
471,https://articulo.mercadolibre.com.mx/MLM-576652250-cuadricoptero-hubsan-h111c-nano-plus-q4-con-camara-hd-720p-_JM#position=52&search_layout=stack&type=item&tracking_id=53d667ff-f6cd-4bb1-b4d9-1ddfff039923,hubsan,1099,4,4.0,True,True,True,False,2,2.4,False,False,True,False,False,False,False,False,False,200,False
473,https://articulo.mercadolibre.com.mx/MLM-813403940-drone-official-store-product-spare-parts-purchase-link-_JM#position=55&search_layout=stack&type=item&tracking_id=53d667ff-f6cd-4bb1-b4d9-1ddfff039923,jjrc,265,4,4.0,True,True,True,False,0,2.4,False,False,True,False,True,True,True,False,False,200,False
476,https://articulo.mercadolibre.com.mx/MLM-1400790033-esfera-voladora-magica-rgb-efecto-bumerang-mini-dron-ninos-_JM#position=30&search_layout=stack&type=item&tracking_id=53d667ff-f6cd-4bb1-b4d9-1ddfff039923,generic,236,100,3.3,True,True,True,False,0,2.4,False,False,True,False,False,False,False,False,False,200,False
477,https://articulo.mercadolibre.com.mx/MLM-2201659682-dron-m8pro-plegable-hd-con-gps-que-evita-obstaculos-_JM#position=17&search_layout=stack&type=item&tracking_id=53d667ff-f6cd-4bb1-b4d9-1ddfff039923,generic,1857,1,4.0,True,True,True,False,1,2.4,True,True,True,True,False,False,False,False,False,200,False
