,Price,Sales,Stars,Marca,Modelo,Unidades por pack,Cantidad de baterías incluidas,Es mini,Tiempo máximo de vuelo,Es FPV,Resolución máxima de la cámara,Con cámara,Frecuencia de funcionamiento del Wi-Fi,Con Wi-Fi,Con GPS,Con control remoto,Page,Línea,Versión,Color,Tipos de drone,Es plegable,Fabricante,Modelo alfanumérico,Ambientes de uso,Con protector de hélices,Con función de auto retorno,Con giro 360,Con retención de altitud,Temperatura mínima de funcionamiento - Temperatura máxima de funcionamiento,Accesorios incluidos,Con cámara dual,Zoom de la cámara,Velocidad máxima,Resistencia al viento,Máxima distancia de vuelo,Máxima altura de vuelo,Cantidad de motores,Duración de la batería,Con función de seguimiento,Es controlado por smartphone,Con modo sin cabeza,Edad mínima recomendada,Duración del producto,Plazo de repuestos o servicio técnico,Tamaño de la pantalla del control remoto,Con control remoto táctil,Es kit,Usos recomendados,Homologación Anatel Nº
111,"9,999",25,0.0,SJRC,F22S 4K PRO,1.0,2.0,No,35 m,No,4K,Sí,0 GHz,No,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1676178290-drone-profesional-f22s-4k-pro-gps-35min-con-2-baterias-_JM#position=56&search_layout=stack&type=item&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,F22S,S,,Aéreo,,,,,,,,,,,,,,,"3.5 """,,4.0,,,,,,,,,,,,
112,"7,114",100,0.0,SJRC,F11S 4K Pro,1.0,2.0,No,26 m,Sí,4K,Sí,5 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1495616583-dron-profesional-sjrc-f11s-4k-pro-5g-3km-con-2-baterias-_JM#position=49&search_layout=stack&type=item&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,4k,3KM 2 Batteries,Dark gray,Aéreo,Sí,,,Exterior,No,Sí,No,Sí,0 °C - 50 °C,"4 replacement propellers,1 USB cable,1 manual,1 screwdriver,12 screws,1 x storage bag",No,5 x,15 m/s,50 km/h,3000 m,120 m,4.0,30 m,Sí,Sí,Sí,14 años,,,2.4 ft,No,,,
113,"9,499",25,0.0,SJRC,F7 4K Pro,1.0,2.0,No,25 m,Sí,4K,Sí,5 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1353704341-dron-gps-sjrc-f7-4k-pro-camara-4k-gimbal-3ejes-2bateria-_JM#position=26&search_layout=stack&type=item&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,F7,4k,,Aéreo,Sí,,,,,Sí,,Sí,,"1 bolsa de almacenamiento,1 cable USB,4 hélices de repuesto,1 destornillador",,5 x,,,3 km,,4.0,25 m,Sí,Sí,,,,,,,,,
114,852,1000,0.0,Axnen,XT-9,1.0,3.0,Sí,15 m,No,4K,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1621657513-dron-a-control-remoto-axnen-xt9-con-camara-4k-hd-3-baterias-_JM#position=21&search_layout=stack&type=item&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,4k,3 Battery,,Aéreo,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,559,100,0.0,Avmzvo,Drone,1.0,2.0,Sí,10 m,No,8000000,Sí,2.4 GHz,Sí,No,No,https://articulo.mercadolibre.com.mx/MLM-1383823728-single-camera-8-megapixel-aerial-drone-de-juguete-_JM#position=44&search_layout=stack&type=item&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,Drone1,2.0,,Mini,,,,,,,,,,,,,20 m/s,,,,1.0,,,,,,,,,,Sí,,
116,"1,356",4,0.0,DFD,F183,,,,,,,Sí,,,No,,https://www.mercadolibre.com.mx/drone-dfd-f183-con-camara/p/MLM8584173?pdp_filters=category:MLM149102#searchVariation=MLM8584173&position=6&search_layout=stack&type=product&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,,,,Aéreo,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
117,"1,573",5,0.0,Generic,XS019PRO,1.0,2.0,Sí,50 m,Sí,8K,Sí,5 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-2258703320-dron-con-camara-profesional-8k-control-remoto-gps-5ghz-_JM#position=48&search_layout=stack&type=item&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,019,,,mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,298,50,0.0,Amor Mío,Hada Voladora,1.0,1.0,Sí,10 m,No,SD,No,2.4 GHz,No,No,No,https://articulo.mercadolibre.com.mx/MLM-954326527-mini-dron-muneca-hada-voladora-con-luz-led-recargable-_JM#position=51&search_layout=stack&type=item&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,Drone Mini,Hada,,Aéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,279,2,0.0,Fly Spinning Top,Fly Spinning Top,1.0,1.0,Sí,15 m,No,,No,,No,No,No,https://articulo.mercadolibre.com.mx/MLM-1879077406-mini-dron-para-ninos-y-jovenes-fly-spinner-top-con-luces-led-_JM#position=29&search_layout=stack&type=item&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,998,255220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,621,500,3.9,Avmzvo,JC801,1.0,2.0,Sí,0.4 h,No,"8,000,000 pixels",Sí,120 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1383791150-dron-de-fotografia-aerea-quadcopter-de-8-megapixeles-_JM#position=31&search_layout=stack&type=item&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,,2.0,,Aéreo,,,,,,,,,,,,,15 m/s,,,,,,,,,,,,,,Sí,,
121,"1,299",5,0.0,RadioShack,07502273421450,1.0,,No,,No,,No,2.4 GHz,No,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1488100380-drone-radioshack-air-fun-soldier-blanco-_JM#position=33&search_layout=stack&type=item&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,Air Fun Soldier,,,Drone de vuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"6,121",50,0.0,Holy Stone,HS720E,1.0,2.0,No,23 m,Sí,4K,Sí,5 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-859444922-dron-holy-stone-con-camara-4k-5g-y-2-baterias-negro-_JM#position=30&search_layout=stack&type=item&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,New,4K,,Aéreo,Sí,,,,,Sí,,Sí,32 °F - 104 °F,"4 propellers,1 USB cable,1 x charging hub,1 screwdriver,1 manual",No,,,,999 m,,4.0,,Sí,,Sí,,,,,,,,
123,617,50,3.2,NBSD,H98,1.0,3.0,Sí,15 m,Sí,4K,Sí,,No,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1784908030-rc-drone-hd-doble-camara-3-baterias-recargables-_JM#position=36&search_layout=stack&type=item&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,,,,"Remote control,wireless,camera",Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"1,490",2,0.0,Wingsland,S6,1.0,2.0,Sí,10 m,No,4K,Sí,2.4 GHz,Sí,Sí,No,https://articulo.mercadolibre.com.mx/MLM-2309332222-dron-de-bolsillo-wingsland-s6-con-4kgps-_JM#position=40&search_layout=stack&type=item&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,Mini,1,,Aéreo,,,,,,,,,0 °C - 40 °C,,,,8 m/s,,,,4.0,,,,,,,,,,,,
125,488,50,3.1,Genérica,Generic,1.0,0.0,No,0 h,No,Caja Misteriosa,No,0 GHz,No,No,No,https://articulo.mercadolibre.com.mx/MLM-1939816481-paquetes-no-recogidos-devoluciones-de-palets-stock-restante-_JM#position=43&search_layout=stack&type=item&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,Caja Misteriosa,Caja Misteriosa,,Caja Misteriosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"7,142",100,0.0,SJRC,F11S 4K Pro,1.0,2.0,,26 m,Sí,4K,Sí,5 GHz,Sí,Sí,Sí,https://www.mercadolibre.com.mx/drone-sjrc-f11s-4k-pro-con-camara-4k-dark-gray-5ghz-2-baterias/p/MLM18571236?pdp_filters=category:MLM149102#searchVariation=MLM18571236&position=3&search_layout=stack&type=product&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,,,Dark gray,Aéreo,Sí,,,Exterior,,Sí,,Sí,,"4 hélices de repuesto, 1 cable USB, 1 manual, 1 destornillador, 12 tornillos, 1 bolsa de almacenamiento",No,5 x,15 m/s,,3000 m,,4.0,30 m,Sí,Sí,,,,,,,,,
127,"3,853",500,0.0,SJRC,KF102,1.0,2.0,No,25 m,Sí,4K,Sí,5 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1704305029-drone-kf102-profesional-2-ejes-sin-escobillas-camara-4k-gps-_JM#position=14&search_layout=stack&type=item&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,4k,4K Gimbal 2 Battery,,Aéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,"8,999",100,5.0,DJI,Mini 2 se,1.0,1.0,Sí,30 m,No,2.7K,Sí,2.4 GHz,Sí,Sí,Sí,https://www.mercadolibre.com.mx/mini-drone-dji-dji-mini-2-se-single-con-camara-27k-gris-24ghz-1-bateria/p/MLM21815977?pdp_filters=category:MLM149102#searchVariation=MLM21815977&position=4&search_layout=stack&type=product&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,Mini,Single,Gris,Aéreo,,DJI,,,No,Sí,,,,"Control remoto, Manual, Soporte para celular, Destornillador, Tornillo, Cable de alimentación",,,,,,,,,,,,,,,,,,,
129,"11,390",100,0.0,DJI,Mini 2 se,1.0,3.0,Sí,31 m,No,2.7K,Sí,2.4 GHz,Sí,Sí,Sí,https://www.mercadolibre.com.mx/mini-drone-dji-dji-mini-2-se-fly-more-combo-con-camara-27k-gris-24ghz-3-baterias/p/MLM21937363?pdp_filters=category:MLM149102#searchVariation=MLM21937363&position=7&search_layout=stack&type=product&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,Mini,Fly More Combo,Gris,Aéreo,Sí,DJI,,,No,Sí,Sí,No,,"DJI Mini 2 SE x1, Control remoto DJI -N1 x1, Cable DJI RC-N1 RC (conector USB-C) x1, Cable DJI RC-N1 RC (conector Lightning), Cable DJI RC-N1 RC (conector micro-USB estándar) x1, Batería de vuelo inteligente DJI Mini 2 x3, Hélices de repuesto (par) x3",No,,,,,,,,No,,No,,,,,,,,
130,455,100,3.8,LSRC,LS-MINI 4,1.0,2.0,Sí,15 m,Sí,4K,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1505802082-lsrc-drone-profesional-4k-a-control-remoto-camera-2-baterias-_JM#position=38&search_layout=stack&type=item&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,"Professional drone, optical flow positioning, dual cameras, camera ESC, three-sided obstacle avoidance",2,,"Aerial,Plegable,dron profesional,posicionamiento de flujo óptico,cámaras duales,cámara ESC,evitación de obstáculos de tres lados",Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,667,100,4.6,Holyton,ML2-HT02GD,1.0,3.0,Sí,7 m,No,NO CAMERA,No,2.4 GHz,No,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1366831507-mini-drone-holyton-ht02-pprincipiantes-con-3-baterias-_JM#position=53&search_layout=stack&type=item&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,Holyton,1.0,,Mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,458,25,4.0,Genérica,Drones,1.0,1.0,Sí,15 m,,4K,Sí,,,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1824645966-e88-rc-drone-con-camara-4k-quadcopter-bateria-_JM#position=15&search_layout=stack&type=item&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,,,,plegable,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"9,024",25,5.0,SJRC,F11S 4K Pro,1.0,2.0,No,26 m,Sí,4K,Sí,5 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1349433901-dron-gps-camara-sjrc-f11s-4k-pro-2-baterias-gimbal-2ejes-3km-_JM#position=54&search_layout=stack&type=item&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,Drone F11s 4K Pro,Extendida 3 Kilómetros,,Aéreo,Sí,,,Exterior,,Sí,,Sí,,"4 hélices de repuesto,1 cable USB,1 manual,1 destornillador,12 tornillos,1 bolsa de almacenamiento",No,5 x,15 m/s,,3000 m,,4.0,30 m,Sí,Sí,,,,,,,,,
134,303,5,0.0,DJ,14110,,1.0,Sí,,Sí,4K,Sí,5 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1713489642-bateria-para-dron-k80-_JM#position=27&search_layout=stack&type=item&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,159,100,3.2,Genérica,Generic,1.0,,No,,No,Caja Misteriosa,No,,No,No,No,https://articulo.mercadolibre.com.mx/MLM-2397384284-caja-de-sorpresa-misteriosa-electronico-random-_JM#position=17&search_layout=stack&type=item&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,generic,Caja Misteriosa,,MisteryBox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,436,50,3.0,Genérica,L705,1.0,1.0,Sí,15 m,No,4K,Sí,2.4 GHz,No,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1495715290-dron-con-camara-doble-4k-hd-de-cuatro-ejes-_JM#position=45&search_layout=stack&type=item&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,4K HD Dual Camera Drone,L705,,4K HD Dual Camera Drone,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"1,242",5,0.0,Generic,Drones,1.0,3.0,Sí,18 m,Sí,4K,Sí,2.4 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-2330778080-dron-con-camara-4k-hd-mini-drone-profesional-_JM#position=25&search_layout=stack&type=item&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,Mini Drone,With camera,,Aéreo,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"1,499",100,4.0,Binden,Falcon GD93,1.0,1.0,Sí,10 m,Sí,4K,Sí,2.4 GHz,Sí,,Sí,https://articulo.mercadolibre.com.mx/MLM-961917970-mini-drone-binden-falcon-gd93-camara-4k-10-min-de-vuelo-_JM#position=52&search_layout=stack&type=item&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,,,Negro,Aéreo,Sí,,,,,,Sí,Sí,,"1 bolsa de almacenamiento,1 destornillador,1 manual,1 cable USB,4 protectores de hélices,4 hélices de repuesto,1 soporte para celular",Sí,,,,100 m,,4.0,10 m,,,,,,,,,,,
139,128,50,0.0,DFKT,UFO,,1.0,Sí,8 m,No,,No,,No,No,No,https://articulo.mercadolibre.com.mx/MLM-1701317760-dron-cuadricoptero-a-control-remoto-infrarrojo-_JM#position=35&search_layout=stack&type=item&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,,,Azul,Aéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"1,499",25,4.1,Genérica,Generic,1.0,,Sí,0.3 h,Sí,HD,Sí,,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1417761173-especial-caja-electronica-misterios-nivel-4-_JM#position=22&search_layout=stack&type=item&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,generic,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,424,5,0.0,Genérica,E88\E525,9.0,1.0,Sí,150 m,Sí,4K,Sí,,Sí,,Sí,https://articulo.mercadolibre.com.mx/MLM-1907511067-drone-mini-camara-wifi-dual-camara-ajustable-4k-hd-plegable-_JM#position=46&search_layout=stack&type=item&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,Drones,Drone Urban,,dron plegable,Sí,,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,
142,"1,104",100,0.0,Broadream,S9M,1.0,2.0,Sí,10 m,No,HD 720p,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-793763177-mini-drone-con-camara-hd-720p-wifi-2-baterias-7-funciones-_JM#position=34&search_layout=stack&type=item&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,Mini Drone camara HD 720p,Nueva versión del S9,,Aéreo,Sí,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
143,"1,699",100,0.0,Binden,Falcon GD93,1.0,1.0,Sí,10 m,Sí,4K,Sí,2.4 GHz,Sí,,Sí,https://www.mercadolibre.com.mx/mini-drone-binden-falcon-gd93-con-dual-camara-4k-negro-24ghz-1-bateria/p/MLM21212435?pdp_filters=category:MLM149102#searchVariation=MLM21212435&position=8&search_layout=stack&type=product&tracking_id=9511bb7b-0f89-4519-a71d-900f8141864a,,,Negro,Aéreo,Sí,,,,,,Sí,Sí,,"1 bolsa de almacenamiento, 1 destornillador, 1 manual, 1 cable USB, 4 protectores de hélices, 4 hélices de repuesto, 1 soporte para celular",Sí,,,,100 m,,4.0,10 m,,,,,,,,,,,
144,"2,025",50,0.0,Generic,ML2-D97,1.0,3.0,No,16 m,Sí,8K,Sí,2.4 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-2247575350-dron-con-camara-profesional-8k-drone-gps-evasion-de-obstacul-_JM#position=15&search_layout=stack&type=item&tracking_id=28c60b3e-2922-4e2f-ac6f-22888af73d94,avanzado,1.0,,Aéreo,Sí,,,,Sí,Sí,,Sí,,"1 USB cable,1 carrying case,1 manual,1 screwdriver,4 propeller protectors,4 replacement propellers",,,,,300 m,,4.0,,Sí,,,,,,,,,,
145,"1,269",1000,0.0,Visuo,XS816 con caja original,1.0,2.0,,20 m,Sí,4K,Sí,,Sí,,Sí,https://www.mercadolibre.com.mx/drone-visuo-xs816-con-caja-original-con-dual-camara-4k-gris-2-baterias/p/MLM18600318?pdp_filters=category:MLM149102#searchVariation=MLM18600318&position=12&search_layout=stack&type=product&tracking_id=28c60b3e-2922-4e2f-ac6f-22888af73d94,,,Gris,Aéreo,Sí,,,,Sí,Sí,Sí,Sí,,"4 hélices, 4 protectores de hélices, 1 cable USB, 1 destornillador, 1 manual, 1 caja original",Sí,50 x,,,100 m,,4.0,,Sí,,Sí,14 años,,,,,,,
146,891,5mil,4.0,Axnen,XT9,1.0,3.0,Sí,15 m,No,HD,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1499158704-dron-cuadricoptero-axnen-xt9-a-control-remoto-ccamara-4k-hd-_JM#position=47&search_layout=stack&type=item&tracking_id=28c60b3e-2922-4e2f-ac6f-22888af73d94,4k,3 Battery,,Aéreo,Sí,,,,,Sí,Sí,Sí,,"1 remote control,3 batteries,1 USB cable,2 spare blades,4 protective covers,1 screwdriver,1 manual,1 x storage bag",Sí,,7 m/s,,100 m,,4.0,15 m,,,Sí,,,,,,,,
147,599,100,3.9,TCM,DRONKM75,1.0,,No,40 m,No,,No,,No,No,Sí,https://articulo.mercadolibre.com.mx/MLM-745323295-drone-cuatro-ejes-anti-colision-luces-led-rotacion-360-uav-_JM#position=38&search_layout=stack&type=item&tracking_id=28c60b3e-2922-4e2f-ac6f-22888af73d94,Drone,,,INDUCCIÓN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,656,5,0.0,Holy Stone,ML-HT25,1.0,2.0,Sí,11 m,Sí,Full HD,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1493732223-mini-drones-fpv-dron-con-camara-aititude-hold-2-baterias-_JM#position=19&search_layout=stack&type=item&tracking_id=28c60b3e-2922-4e2f-ac6f-22888af73d94,Beginner,With Transmitter,,"MINI,FPV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"17,999",100,4.8,DJI,Air 2S,1.0,1.0,No,31 m,,5.4K,Sí,5.8 GHz,Sí,Sí,Sí,https://www.mercadolibre.com.mx/drone-dji-mavic-air-2s-drdji022-single-con-camara-54k-gris-58ghz-1-bateria/p/MLM17926310?pdp_filters=category:MLM149102#searchVariation=MLM17926310&position=6&search_layout=stack&type=product&tracking_id=28c60b3e-2922-4e2f-ac6f-22888af73d94,Mavic,Single,Gris,Aéreo,Sí,,DRDJI022,,,Sí,Sí,Sí,0 °C - 40 °C,"1 cargador, 1 cable de alimentación, 3 pares de hélices de bajo ruido, 1 protector de cardán, 1 cable USB-C, 1 cable lightning, 1 cable micro-USB, 1 par de palancas de control",No,,19 m/s,,,,4.0,,Sí,,No,16 años,,,,,,,
150,236,5,0.0,Genérica,Limskey,1.0,1.0,No,10 m,No,SD,No,2.4 GHz,No,No,Sí,https://articulo.mercadolibre.com.mx/MLM-890683394-bateria-drone-litio-lw-903052-37v-1800-mah-bateria-pila-_JM#position=52&search_layout=stack&type=item&tracking_id=28c60b3e-2922-4e2f-ac6f-22888af73d94,Mini drone,LW 903052,,Aéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,396,25,0.0,H2,"Drones, Mini Drones, Folding Drones, Low Price Drones, Remote Control Drones, Quadcopters, Small Drones, Photo Drones",,2.0,Sí,15 m,Sí,4K,Sí,2.4 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1517058356-dron-cuadricoptero-h2-plegable-con-camara-4k-wifi-fpv-_JM#position=18&search_layout=stack&type=item&tracking_id=28c60b3e-2922-4e2f-ac6f-22888af73d94,"Drones, Mini Drones, Folding Drones, Low Price Drones, Remote Control Drones, Quadcopters, Small Drones, Photo Drones",,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"19,999",500,4.9,DJI,Mini 3 Pro RC,1.0,1.0,Sí,34 m,Sí,4K,Sí,5.8 GHz,Sí,Sí,Sí,https://www.mercadolibre.com.mx/dji-mini-3-pro-dji-rc-dron-ligero-y-plegable-con-video-4k-color-gris/p/MLM19165872?pdp_filters=category:MLM149102#searchVariation=MLM19165872&position=7&search_layout=stack&type=product&tracking_id=28c60b3e-2922-4e2f-ac6f-22888af73d94,Mini,Single,Gris,Aéreo,Sí,DJI,,,No,Sí,No,Sí,-10 °C - 40 °C,"1 protector de cardán, 1 cable USB-C, 6 tornillos, 1 destornillador, 4 hélices de repuesto",No,,16 m/s,10.7 m/s,18 km,4000 m,4.0,,,,,,,,5.5 in,Sí,,,
153,"10,999",1,5.0,Walkera,T210 MINI,,2.0,Sí,30 m,No,48 mp Full HD 40 fotogramas por segundo,Sí,2400 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1955563203-dron-t210-mini-control-remoto-camara-4k-con-bateria-extra-_JM#position=42&search_layout=stack&type=item&tracking_id=28c60b3e-2922-4e2f-ac6f-22888af73d94,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,397,50,0.0,Genérica,Generic,1.0,,No,,No,,No,,No,No,No,https://articulo.mercadolibre.com.mx/MLM-2259629020-caja-de-sorpresa-misteriosa-electronica-random-_JM#position=37&search_layout=stack&type=item&tracking_id=28c60b3e-2922-4e2f-ac6f-22888af73d94,Caja Misteriosa,Caja Misteriosa,,MysteryBox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,752,5,0.0,Holy Stone,HS210,1.0,3.0,Sí,7 m,No,,No,2.4 GHz,No,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1360651646-dron-holy-stone-mini-hs210-a-control-remoto-con-3-baterias-_JM#position=51&search_layout=stack&type=item&tracking_id=28c60b3e-2922-4e2f-ac6f-22888af73d94,New,New,,Aéreo,,,,,Sí,,Sí,Sí,-10 °C - 40 °C,"1 USB cable,4 propellers,1 propeller screwdriver,1 manual",No,,,,,,4.0,,,,Sí,14 años,,,,,,,
156,459,100,0.0,Yugari,Control Remoto Drones Cámara 4k Hd Quadcopter + 2 Baterías,1.0,2.0,Sí,0.2 h,Sí,4K,Sí,2.4 GHz,No,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-2236279852-control-remoto-drones-camara-4k-hd-quadcopter-2-baterias-_JM#position=39&search_layout=stack&type=item&tracking_id=28c60b3e-2922-4e2f-ac6f-22888af73d94,"drones profesionales,mini dron,dron con camara,drones profesionales baratos,mini dron fpv,mini drones espias",Versión de cámara única y batería doble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,636,50,0.0,LSRC,S162BZ2C-BK2,1.0,2.0,Sí,12 m,Sí,HD,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1642393830-mini-abejon-barato-con-la-camara-del-abejon-de-multilaser-_JM#position=36&search_layout=stack&type=item&tracking_id=28c60b3e-2922-4e2f-ac6f-22888af73d94,barra de luz LED de flash completo,Evitación de obstáculos de cuatro lados,,"Aerial,Con cabeza láser para evitar obstáculos,con cámaras duales,con luces LED de colores",Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,"3,178",1,0.0,Sixvery,SG907Max,1.0,2.0,Sí,30 m,Sí,6K,Sí,1900 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1904532853-dron-cuadricoptero-sixvery-sg907max-con-camara-dual-8k-hd-_JM#position=50&search_layout=stack&type=item&tracking_id=28c60b3e-2922-4e2f-ac6f-22888af73d94,USB,ios and Android,,Aéreo,,,,,,,,,,,Sí,,,,,,,,,,,,3 años,3 meses,,,,,
159,500,500,0.0,Genérica,Generic,1.0,,No,,No,No aplica,No,,No,No,No,https://articulo.mercadolibre.com.mx/MLM-1417754569-especial-caja-electronica-misterios-nivel-1-_JM#position=20&search_layout=stack&type=item&tracking_id=28c60b3e-2922-4e2f-ac6f-22888af73d94,generic,Nivel 1,,Caja Misteriosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"4,267",5,0.0,RG108,RG108,1.0,2.0,No,27 m,,8K,Sí,5 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1939352093-rg108-dron-profesional-8k-camara-de-alta-definicion-gps-_JM#position=41&search_layout=stack&type=item&tracking_id=28c60b3e-2922-4e2f-ac6f-22888af73d94,2 baterías,GPS,,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,"7,032",5,5.0,SJRC,F11-S 4K Pro,1.0,2.0,No,26 m,Sí,4K,Sí,5 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-2290683216-dron-sjrc-f11s-4k-pro-5g-con-camara-profesional-3km-2-bat-_JM#position=22&search_layout=stack&type=item&tracking_id=28c60b3e-2922-4e2f-ac6f-22888af73d94,4k,3KM 2 Batteries,Gris,Aéreo,Sí,,,,,,,,,,,,,,,,,,,,,,5 años,,,,,,
162,220,5,0.0,Genérica,Generic,1.0,,No,,No,,No,,No,No,No,https://articulo.mercadolibre.com.mx/MLM-1945155219-caja-de-sorpresa-misteriosa-electronica-random-_JM#position=35&search_layout=stack&type=item&tracking_id=28c60b3e-2922-4e2f-ac6f-22888af73d94,Caja Misteriosa,Caja Misteriosa,,CajaSorpresa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
