,Price,Sales,Stars,Marca,Modelo,Unidades por pack,Cantidad de baterías incluidas,Es mini,Tiempo máximo de vuelo,Es FPV,Resolución máxima de la cámara,Con cámara,Frecuencia de funcionamiento del Wi-Fi,Con Wi-Fi,Con GPS,Con control remoto,Page,Línea,Versión,Color,Tipos de drone,Es plegable,Fabricante,Modelo alfanumérico,Ambientes de uso,Con protector de hélices,Con función de auto retorno,Con giro 360,Con retención de altitud,Temperatura mínima de funcionamiento - Temperatura máxima de funcionamiento,Accesorios incluidos,Con cámara dual,Zoom de la cámara,Velocidad máxima,Resistencia al viento,Máxima distancia de vuelo,Máxima altura de vuelo,Cantidad de motores,Duración de la batería,Con función de seguimiento,Es controlado por smartphone,Con modo sin cabeza,Edad mínima recomendada,Duración del producto,Plazo de repuestos o servicio técnico,Tamaño de la pantalla del control remoto,Con control remoto táctil,Es kit,Usos recomendados,Homologación Anatel Nº
504,440,3,0.0,General,Mystery Box,1.0,3.0,Sí,12 h,Sí,SD,Sí,50 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1875744113-caja-misteriosa-caja-electronica-afortunada-_JM#position=48&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,49276533,2.0,,Aéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,393,5,0.0,Generic,cajas sorpresa,,3.0,Sí,1 h,Sí,HD,Sí,2 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-2414392242-caja-sorpresa-misteriosacajas-sorpresa-_JM#position=32&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,1.0,1.0,,Aéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,185,5,0.0,Other,Hélice DJI Tello CW CCW,,,,13 m,,As described,Sí,,Sí,No,No,https://articulo.mercadolibre.com.mx/MLM-1320743123-12-piezas-propulsores-helices-para-dji-tello-drone-_JM#position=23&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,As described,As described,as described,Aéreo,,DOLITY,As described,,Sí,,Sí,Sí,0 °C - 40 °C,As described,No,,28.8 km/h,,100 m,,4.0,,,,,,,,,,,As described,
507,787,100,0.0,Eachine,H8 Mini,1.0,1.0,Sí,7 m,,,No,,,,Sí,https://www.mercadolibre.com.mx/mini-drone-eachine-h8-mini-blanco-1-bateria/p/MLM15000359?pdp_filters=category:MLM149102#searchVariation=MLM15000359&position=3&search_layout=stack&type=product&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,,,Blanco,Aéreo,,,,,Sí,Sí,Sí,,,"1 cable USB, 4 cojines de aterrizaje de espuma suave",,,,,30 m,,4.0,,,,Sí,,,,,,,,
508,999,2,0.0,Qichan,E88 Pro,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-1329862340-drone-e88-pro-_JM#position=41&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,Mini Drone Plegable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,641,1,0.0,Generic,E882C,1.0,2.0,Sí,15 m,Sí,4K,Sí,2 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1918144027-fotografia-aerea-drones-profesionales-camaras-duales-baratas-_JM#position=11&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,Mini Drone E88,"Câmeras duplas, 2 baterias",,Aéreo,Sí,,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,
510,"1,481",1,0.0,Genérica,S0801  1.2M /  KIT,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-959384772-bailando-alas-hobby-s0801-balsa-madera-rc-avion-12-m-piper-_JM#position=36&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,"3,468",1,5.0,K&F,KF106 Max,1.0,1.0,No,22 m,No,4K,Sí,2.4 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1820681007-drones-kf106-max-drone-de-3-ejes-para-evitar-obstaculos-cam-_JM#position=29&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,Wireless,Standard,,Terrestre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,69,25,0.0,RadioShack,CR2450,1.0,1.0,Sí,,No,,No,,No,No,No,https://articulo.mercadolibre.com.mx/MLM-738160554-bateria-de-litio-radioshack-cr-2450-3-v-1-pza-70953-_JM#position=21&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,380,1,0.0,General,Mystery Box,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-1979052088-caja-misteriosa-lucky-electronics-box-x2-_JM#position=14&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,49276533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,298,5,0.0,Genérica,Generic,5.0,0.0,Sí,1 h,No,HD,No,2.4 GHz,No,No,No,https://articulo.mercadolibre.com.mx/MLM-1873704857-caja-de-sorpresa-misteriosa-bronce-_JM#position=28&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,generic,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,"1,074",1,0.0,Generic,helicóptero no tripulado,1.0,1.0,Sí,1 h,Sí,4K,Sí,1 GHz,No,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1949783297-4k-osprey-tierra-aire-doble-modo-avion-helicoptero-_JM#position=13&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,USB,1,,Aéreo,,,,,,,,,,,,,,,,,,,,,,,100 años,1 meses,,,,,
516,689,1,0.0,TAXIMAS SHOOP,Luces LED,1.0,1.0,Sí,15 h,No,4K,Sí,2 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1516507937-mini-drone-a15-pro-con-dual-camara-4k-control-remoto-wifi-_JM#position=51&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,Drone Remoto 4K,2.1,,"Mini,remote control drone",Sí,,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,
517,583,1,0.0,Generic,Vehicle Drone Boat 3in1,1.0,,Sí,5 m,,,No,,No,No,Sí,https://articulo.mercadolibre.com.mx/MLM-2378614260-jjrc-h36f-mini-drone-24g-4-canales-6-eixos-velocidade-3d-fl-_JM#position=33&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,Vehicle Drone Boat 3in1,Vehicle Drone Boat 3in1,,"Aéreo,Acuático,Terrestre",Sí,JJRC,H36F,,Sí,,Sí,,,"Hélices,Cable de carga,Manual",,,,,,,4.0,,,,Sí,14 años,,,,,,,
518,"1,321",25,0.0,Generic,ML2-D89(OG),1.0,3.0,Sí,12 m,Sí,8K,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-2143809508-dron-fpv-control-remoto-drone-con-par-de-camara-8k-3-bateria-_JM#position=49&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,Beginner,With Transmitter,,Aéreo,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,"11,799",50,5.0,DJI,Mini 3,1.0,1.0,Sí,38 m,No,4K,Sí,,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1913244751-dron-dji-mini-3-single-4k-hdr-38min-vuelo-control-factura-_JM#position=8&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,Mini,Fly More Combo Plus,,Aéreo,Sí,,mini3,,No,,,,,"6 hélices de repuesto,1 destornillador,1 cable USB,1 controlador,18 tornillos de repuesto,1 cable de tipo C a tipo-C PD,1 hub de carga bidireccional",,4 x,,10.7 m/s,18 km,,4.0,51 m,,,,,,,,,,,
520,"18,999",100,4.9,DJI,DJI Mini 3 Fly More Combo Plus RC,1.0,3.0,Sí,,,4K,Sí,5.8 GHz,Sí,Sí,,https://articulo.mercadolibre.com.mx/MLM-1763527613-dji-mini-3-fly-more-combo-plus-dji-rc-_JM#position=12&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,Mini,Fly More Combo Plus,,Aéreo,Sí,DJI,mini3,,No,Sí,No,,,,,4 x,,10.7 m/s,18 km,,4.0,,Sí,,No,14 años,,,,,,"Se vende por separado y solo en determinados países y regiones. Resistencia máxima a la velocidad del viento 10,7 m - s (nivel 5) Ángulo máximo de inclinación 004 Temperatura de funcionamiento - 10° a 40° C (14° a 104° F) Sistema Mundial de Navegación por",
521,517,3,0.0,General,Mystery Box,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-1616386035-caja-de-regalo-electronica-sorpresa-de-3-piezas-oferta-de-_JM#position=52&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,49276533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,220,5,0.0,ZONGCHENGDA,,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-1309581059-e99-pro-repuestos-para-drones-plegables-cuchillas-de-motor-_JM#position=15&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,,,,,Sí,ZONGCHENGDA,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,533,1,0.0,Qianailian,Generic,,,,,,,Sí,,Sí,Sí,,https://articulo.mercadolibre.com.mx/MLM-1911995333-drone-kbdfa-nuevo-dron-g6-5g-8k-camara-hd-gps-obst-de-_JM#position=18&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,Drone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,"4,549",4,0.0,MJX,B2C,1.0,1.0,,,,Full HD,Sí,,,Sí,Sí,https://www.mercadolibre.com.mx/drone-mjx-bugs-b2c-con-camara-fullhd-white-1-bateria/p/MLM11131260?pdp_filters=category:MLM149102#searchVariation=MLM11131260&position=7&search_layout=stack&type=product&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,Bugs,,White,Aéreo,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
525,"7,662",25,0.0,SJRC,F7 4K Pro,1.0,2.0,No,25 m,Sí,4K,Sí,5 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-958306796-drone-4k-sjrc-f7-pro-4k-con-2-baterias-_JM#position=38&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,F7,2 BAT,,Aéreo,Sí,,,,,Sí,,,,"1 bolsa de almacenamiento,1 cable USB,4 hélices de repuesto,1 destornillador",,5 x,,,3 km,,4.0,25 m,Sí,Sí,,,,,,,,,
526,514,5,0.0,Venkuber,Mini Drone,,,Sí,,,,No,2.4 GHz,Sí,No,,https://articulo.mercadolibre.com.mx/MLM-907776159-mini-drone-cx-10-4-ch-24-ghz-6-ejes-giroscopio-led-nuevo-_JM#position=50&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,805,2,0.0,Generic,V14,,20.0,Sí,0 h,No,SD,Sí,0 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1858194279-drone-4k-profesional-hd-camara-gran-angular-wifi-gps-drones-_JM#position=4&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,20,0,,Acuático,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,410,5,0.0,General,Mystery Box,1.0,2.0,Sí,12 h,Sí,HD,Sí,50 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1925824443-caja-misteriosa-caja-electronica-afortunada-_JM#position=22&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,49276533,2.0,,Aéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,768,5,0.0,Generic,S854K1C,,3.0,Sí,10 m,Sí,4K,Sí,2 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-2343400212-elicopterpteros-drones-dragon-con-camara-hd-4k-3battery-_JM#position=3&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,1,3,,Aéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,249,5,0.0,Genérica,Mystery Box,1.0,,No,,No,,No,,No,No,No,https://articulo.mercadolibre.com.mx/MLM-1907631755-caja-de-sorpresa-misteriosa-electronica-random-_JM#position=10&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,Caja Misteriosa,Random,,MysteryBox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,769,1,0.0,Generic,S85 Pro Rc Mini Drone 4k Profesional HD Dual Camera Fpv Drones With Infrared Obstacle Avoidance Rc Helicopter Quadcopter,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-2223811052-cuadricoptero-rc-para-evitar-obstaculos-en-forma-de-y-con-de-_JM#position=27&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,"1,081",1,0.0,Generic,HK58,6.0,1.0,Sí,0 h,Sí,HD,Sí,2 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-2074700462-hk58-drone-8k-hd-aviones-fotografia-nuevo-wifi-_JM#position=37&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,Mini Drone,1,,Aéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,147,2,0.0,Other,Xs809hc xs809hw xs809 engranaje,,,,10 m,,,Sí,,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1375497092-8-engranajes-para-visuo-xs809-xs809hw-xs809hc-_JM#position=14&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,As described,As described,Negro,Aéreo,Sí,LUAn,As described,,Sí,Sí,Sí,Sí,,As described,No,,,,100 m,,4.0,,,,Sí,14 años,,,,,,As described,
534,"1,399",50,4.5,GRXNO,K99 MAX,1.0,1.0,Sí,15 m,No,HD,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1347517287-mini-drone-k99-max-oas-con-camara-y-sensor-anti-obstaculos-_JM#position=46&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,Minidrones,2021,,Aéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,"2,559",5,5.0,Genérica,ML2-S176G,1.0,3.0,No,13 m,Sí,4K,Sí,2.4 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-2024041118-dron-gps-drone-con-camara-4k-y-funcion-de-retorno-automatico-_JM#position=12&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,Advanced,1.0,,Aéreo,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,310,5,0.0,JJRC,H36,,3.0,Sí,16 h,Sí,1080P,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1817834653-control-remoto-minidron-cuadricoptero-retorno-con-un-boto-_JM#position=31&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,,,,Aéreo,,,,,Sí,Sí,Sí,,,,,,,,,,4.0,,,,,,,,,,,,
537,843,2,0.0,Genérica,ASF,1.0,1.0,Sí,0.4 h,No,6K,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1496932427-dron-de-fotografia-aerea-hd-de-8-megapixeles-_JM#position=9&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,6145161,1,,Aéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,662,1,0.0,Other,Dispensador de gotas de aire,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-2437978060-envio-de-anillo-de-pesca-de-lanzamiento-de-aire-para-dji-_JM#position=42&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,As described,As described,Gris,,,CAR Motorsports,As described,,,,,,,As described,,,,,,,,,,,,,,,,,,As described,
539,796,1,0.0,Generic,"S854K2C,mini drones with 2 cameras and 3 batteries",,3.0,Sí,10 m,Sí,4K,Sí,2 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1743744838-elicopterpteros-drones-dragon-con-camara-hd-4k-3battery-_JM#position=40&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,1,3,,Aéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,"3,999",50,4.2,Binden,GD93 Pro,1.0,1.0,,28 m,,6K,Sí,,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1339357868-drone-binden-gd93-pro-con-camara-6k-hasta-28-min-de-vuelo-_JM#position=7&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,,,Negro,Aéreo,,,,,,Sí,,,,"1 cable USB,4 hélices de repuesto,1 manual,1 bolsa de transporte",,,,,3000 m,,4.0,35 m,,Sí,Sí,,,,,,,,
541,949,5,0.0,E58 rone,E88 rone,1.0,1.0,Sí,1 h,Sí,Full HD,Sí,2.4 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1385675252-drone-e88-aircraft-2022-hot-mini-drones-with-hd-1080-_JM#position=18&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,E88 rone,HD,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,698,50,0.0,Avmzvo,JC801,1.0,2.0,Sí,0.4 h,No,"8,000,000 pixels",Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1736044002-drones-de-fotografia-8-millones-hd-mini-aerea-quadcopter-_JM#position=49&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,NO,Top Wifi,,Aéreo,,,,,,,,,,,,,15 m/s,,,,,,,,,,,,,,Sí,,
543,639,1,0.0,Other,Gotero de liberación de aire de aire,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-2001855000-payload-release-dropper-device-set-apto-para-2-etc-_JM#position=35&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,As described,As described,Negro,,,CAR Motorsports,As described,,,,,,,As described,,,,,,,,,,,,,,,,,,As described,
544,849,100,4.0,Eachine,E58,1.0,1.0,,9 m,,Full HD,Sí,2.4 GHz,Sí,,Sí,https://www.mercadolibre.com.mx/drone-eachine-e58-con-camara-fullhd-negro-24ghz-1-bateria/p/MLM17463204?pdp_filters=category:MLM149102#searchVariation=MLM17463204&position=1&search_layout=stack&type=product&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,,,Negro,Aéreo,Sí,,,,Sí,Sí,Sí,Sí,,"1 cable USB, 1 destornillador, 1 manual, 4 protectores de hélices, 4 hélices",,,,,,,4.0,,,,Sí,14 años,,,,,,,
545,676,1,0.0,Generic,Generic,,,,,Sí,,Sí,,,,,https://articulo.mercadolibre.com.mx/MLM-1944132316-lsrc-f185-pro-4k-hd-camara-dual-fpv-rc-drone-con-3-baterias-_JM#position=44&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,Drone,,,,Sí,,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,
546,444,2,0.0,Generic,Drones,,,Sí,20 m,,,Sí,,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1925890939-drone-h66-mini-drone-con-camara-4k-y-2-baterias-_JM#position=21&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,Drone,H66,,Aéreo,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,"8,116",1,0.0,Generic,"drones profesionales,drones profesionales,",,,No,,No,,No,,No,No,No,https://articulo.mercadolibre.com.mx/MLM-1857137287-camara-drone-4k-profesional-rc-distancia-3km-3-ejes-_JM#position=15&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,Drone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,503,1,0.0,Light Moo,Drone,1.0,3.0,Sí,0.1 h,Sí,HD,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-2288267080-dron-profesional-4k-con-luces-led-y-2-baterias-_JM#position=32&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,Drone E88 Pro,E88,,Aéreo,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,268,5,0.0,Genérica,Generic Auriculares inalámbricos Bluetooth Auriculares para móviles Auriculares para música Auriculares para juegos Precios de drones Cajas misteriosas de drones Fumigadores Cajas misteriosas de drones Electrónica,,,No,,No,Caja Misteriosa,No,,No,No,No,https://articulo.mercadolibre.com.mx/MLM-1935776443-caja-de-sorpresa-misteriosa-electronica-2pcs-7pcs-_JM#position=33&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,generic,Caja Misteriosa,,Caja Misteriosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,"1,009",1,0.0,JJRC,Drones,1.0,1.0,Sí,30 h,Sí,4K,Sí,30 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1854366257-jjrc-dron-aereo-profesional-hd-de-largo-alcance-1-_JM#position=38&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,1,Aerial Version,,Aéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,499,100,3.5,Genérica,Others,,,,,,,,,,,,https://www.mercadolibre.com.mx/el-dron-e58-incluye-una-camara-4k-y-tres-baterias/p/MLM20475417?pdp_filters=category:MLM149102#searchVariation=MLM20475417&position=2&search_layout=stack&type=product&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,,,Negro,,,OTHERS,,,,,,,,Control remoto,,,,,,,,,,,,1 años,,,,,,,
552,"1,168",50,3.3,Generic,ML2-DC10,1.0,3.0,Sí,8 m,Sí,4K,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1804203524-mini-dron-para-ninos-drones-con-camara-drone-4k-y-3-baterias-_JM#position=20&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,FPV,4k,,"Mini,Aerial",Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,"1,445",5,0.0,4DRC,4D-F10,1.0,2.0,No,30 m,Sí,HD,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-2257235186-drone-4drc-f10-wifi-quadcopter-hd-dual-camera-2-baterias-_JM#position=8&search_layout=stack&type=item&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,Beginner Drone,Wifi Dual Camera,,Aéreo,Sí,,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,
554,935,5,0.0,DeeRC,D20,1.0,2.0,Sí,10 m,Sí,HD,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1445891079-mini-drone-deerc-d20-drones-con-camara-y-2-baterias-_JM#position=24&search_layout=stack&type=item&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,DEERC,1.0,Plateado,Aéreo,,,,,Sí,No,Sí,Sí,0 °C - 40 °C,,,,4 m/s,,,,4.0,,No,,,,,,,,,,
555,"3,499",1,0.0,Guangdong Attop Technology Co Ltd,Guangdong Attop Technology Co Ltd,10.0,10.0,,,,Guangdong Attop Technology Co Ltd,,10 GHz,,,,https://articulo.mercadolibre.com.mx/MLM-1443282236-drones-para-adultosninosprincipiantes-attop-mas-grande-10-_JM#position=49&search_layout=stack&type=item&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,Guangdong Attop Technology Co Ltd,Guangdong Attop Technology Co Ltd,Black,,,Guangdong Attop Technology Co Ltd,Guangdong Attop Technology Co Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,
556,433,1,0.0,Genérica,Others,,,Sí,,,4K,Sí,,Sí,,,https://articulo.mercadolibre.com.mx/MLM-1861298152-mini-drones-con-camara-4k-baratos-e525e88-pro-3-bateria-_JM#position=18&search_layout=stack&type=item&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,19870790,,,Aéreo,Sí,Otros,,Interior/Exterior,,,,,,Control remoto,,,,,,,,,,,,1 años,,,,,,As description,
557,513,2,0.0,General,Mystery Box,1.0,2.0,Sí,12 h,Sí,HD,Sí,50 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1904483009-caja-de-regalo-misteriosa-mystery-box-electronics-_JM#position=34&search_layout=stack&type=item&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,49276533,2.0,,Aéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,826,25,3.8,Holy Stone,ML2-HT25(N),1.0,2.0,Sí,11 m,Sí,Full HD,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1447282005-mini-drone-fvp-drone-ht25-drones-con-camara2-baterias-_JM#position=47&search_layout=stack&type=item&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,Beginner,With Transmitter,,"Mini,Aerial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,"23,699",5,0.0,DJI,Mini 3,1.0,3.0,Sí,34 m,,4K,Sí,5.8 GHz,Sí,Sí,Sí,https://www.mercadolibre.com.mx/mini-drone-dji-mini-3-mini3-fly-more-combo-con-camara-4k-gris-58ghz-3-baterias/p/MLM26682094?pdp_filters=category:MLM149102#searchVariation=MLM26682094&position=3&search_layout=stack&type=product&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,Mini,Fly More Combo,Gris,Aéreo,Sí,,mini3,,,,,Sí,-10 °C - 40 °C,"1 cable USB-C, 1 cable lightning, 1 cable micro-USB, 1 destornillador, 1 hub de carga, 1 protector de cardán, 4 hélices de repuesto, 6 tornillos de repuesto",,4 x,,10.7 m/s,18 km,,4.0,4 h,Sí,,,,,,,,,,
560,289,2,0.0,Other,Xs809hc xs809hw xs809 engranaje,,,,,,,,,,Sí,,https://articulo.mercadolibre.com.mx/MLM-1466971104-16x-motor-engranaje-eje-de-aluminio-conjunto-de-accesorios-_JM#position=15&search_layout=stack&type=item&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,As described,As described,Multi-Color,,,DOLITY,As described,,,,,,,As described,,,,,,,,,,,,,,,,Sí,,As described,
561,726,100,4.4,Holyton,HT02,1.0,3.0,Sí,24 m,No,,No,2.4 GHz,No,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1326278219-holyton-mini-rc-drone-ht02-con-3-baterias-en-rojo-_JM#position=14&search_layout=stack&type=item&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,Holyton,1.0,,Aéreo,,,,,,,Sí,Sí,,"1 manual,1 USB cable,4 replacement propellers",,,,,,,4.0,,,,Sí,,,,,,,,
